271422,H-24,POLVO,ABC,5 Kg,5/2021,5/2022,271422,2008,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
2657,H-24,POLVO,ABC,5 Kg,5/2021,5/2025,2657,2011,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
701,H-24,POLVO,ABC,5 Kg,5/2021,5/2025,701,2011,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
1506,H-24,POLVO,ABC,5 Kg,5/2021,5/2025,1506,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
1349,H-24,POLVO,ABC,5 Kg,5/2021,5/2025,1349,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
500,Y-27,POLVO,ABC,5 Kg,5/2021,5/2025,500,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
1707,Y-27,POLVO,ABC,5 Kg,5/2021,5/2025,1707,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
2082,Y-27,POLVO,ABC,5 Kg,5/2021,5/2025,2082,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
2035,Y-27,POLVO,ABC,5 Kg,5/2021,5/2021,2035,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
1822,Y-27,POLVO,ABC,5 Kg,5/2021,5/2025,1822,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
4636,Y-27,POLVO,ABC,5 Kg,5/2021,5/2025,4636,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
314,Y-27,POLVO,ABC,5 Kg,5/2021,5/2025,314,2011,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
4337,Y-27,POLVO,ABC,5 Kg,5/2021,5/2025,4337,2011,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
381233,Y-27,POLVO,ABC,5 Kg,5/2021,5/2025,381233,2000,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
2026,Y-27,POLVO,ABC,5 Kg,5/2021,5/2025,2026,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
6321,Y-27,POLVO,ABC,5 Kg,5/2021,5/2021,6321,2011,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
3500,Y-27,POLVO,ABC,5 Kg,5/2021,5/2021,3500,2011,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
2948,Y-27,POLVO,ABC,5 Kg,5/2021,5/2021,2948,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
5951,Y-27,POLVO,ABC,5 Kg,5/2021,5/2021,5951,2011,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
5660,Y-27,POLVO,ABC,5 Kg,5/2021,5/2025,5660,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
6046,Y-27,POLVO,ABC,5 Kg,5/2021,5/2025,6046,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
6550,Y-27,POLVO,ABC,5 Kg,5/2021,5/2025,6550,2011,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
6656,Y-27,POLVO,ABC,5 Kg,5/2021,5/2025,6656,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
933595,Y-27,POLVO,ABC,5 Kg,5/2021,5/2021,933595,2004,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
2962,Y-27,POLVO,ABC,5 Kg,5/2021,5/2021,2962,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
2022,Y-28,POLVO,ABC,5 Kg,5/2021,5/2025,2022,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
6566,Y-28,POLVO,ABC,5 Kg,5/2021,5/2025,6566,2011,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
4298,Y-28,POLVO,ABC,5 Kg,5/2021,5/2021,4298,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
976,Y-28,POLVO,ABC,5 Kg,5/2021,5/2021,976,2000,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
4291,Y-28,POLVO,ABC,5 Kg,5/2021,5/2021,4291,2011,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
1928,Y-28,POLVO,ABC,5 Kg,5/2021,5/2021,1928,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
6635,Y-28,POLVO,ABC,5 Kg,5/2021,5/2025,6635,2011,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
6268,Y-28,POLVO,ABC,5 Kg,5/2021,5/2025,6268,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
5944,Y-28,POLVO,ABC,5 Kg,5/2021,5/2025,5944,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
4930,Y-28,POLVO,ABC,5 Kg,5/2021,5/2025,4930,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
2003,Y-28,POLVO,ABC,5 Kg,5/2021,5/2025,2003,2003,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
4938,Y-28,POLVO,ABC,5 Kg,5/2021,5/2025,4938,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
6317,Y-28,POLVO,ABC,5 Kg,5/2021,5/2021,6317,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
4942,Y-28,POLVO,ABC,5 Kg,5/2021,5/2025,4942,2011,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
445,Y-28,POLVO,ABC,5 Kg,5/2021,5/2025,445,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
3321,Y-28,POLVO,ABC,5 Kg,5/2021,5/2021,3321,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
4495,Y-28,POLVO,ABC,5 Kg,5/2021,5/2021,4495,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
4539,Y-28,POLVO,ABC,5 Kg,5/2021,5/2022,4539,2011,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
5832,Y-28,POLVO,ABC,5 Kg,5/2021,5/2025,5832,2011,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
4174,Y-28,POLVO,ABC,5 Kg,5/2021,5/2025,4174,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
2660,Y-29,POLVO,ABC,5 Kg,5/2021,5/2025,2660,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
3787,Y-29,POLVO,ABC,5 Kg,5/2021,5/2025,3787,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
482,Y-29,POLVO,ABC,5 Kg,5/2021,5/2025,482,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
5193,Y-29,POLVO,ABC,5 Kg,5/2021,5/2025,5193,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
4729,Y-29,POLVO,ABC,5 Kg,5/2021,5/2021,4729,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
3019,Y-29,POLVO,ABC,5 Kg,5/2021,5/2025,3019,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
1824,Y-29,POLVO,ABC,5 Kg,5/2021,5/2021,1824,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
69,Y-29,POLVO,ABC,5 Kg,5/2021,5/2021,69,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
373075,Y-29,POLVO,ABC,5 Kg,5/2021,5/2024,373075,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
4644,Y-29,POLVO,ABC,5 Kg,5/2021,5/2025,4644,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
4007,Y-29,POLVO,ABC,5 Kg,5/2021,5/2021,4007,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
4946,Y-29,POLVO,ABC,5 Kg,5/2021,5/2021,4946,2011,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
5932,Y-29,POLVO,ABC,5 Kg,5/2021,5/2025,5932,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
294,Y-29,POLVO,ABC,5 Kg,3/2021,3/2021,294,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
835,Y-29,POLVO,ABC,5 Kg,5/2021,5/2025,835,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
6633,Y-29,POLVO,ABC,5 Kg,5/2021,5/2021,6633,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
1519815,Y-29,POLVO,ABC,5 Kg,3/2021,3/2021,1519815,2015,Yukon,Cassaro,En reserva,#N/A,#N/A,#N/A
64,Y-29,POLVO,ABC,5 Kg,3/2021,3/2021,64,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
657,Y-29,POLVO,ABC,5 Kg,3/2021,3/2021,657,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
855778,F-19,CO2,BC,5 Kg,6/2021,6/2023,855778,2018,Drago,Cassaro,En reserva,#N/A,#N/A,#N/A
857403,F-19,CO2,BC,5 Kg,6/2021,6/2023,857403,2018,Drago,Cassaro,En reserva,#N/A,#N/A,#N/A
855718,F-19,CO2,BC,5 Kg,6/2021,6/2023,855718,2018,Drago,Cassaro,En reserva,#N/A,#N/A,#N/A
857404,F-19,CO2,BC,5 Kg,6/2021,6/2023,857404,2018,Drago,Cassaro,En reserva,#N/A,#N/A,#N/A
857515,F-19,CO2,BC,5 Kg,6/2021,6/2023,857515,2018,Drago,Cassaro,En reserva,#N/A,#N/A,#N/A
857937,F-19,CO2,BC,5 Kg,6/2021,6/2023,857937,2018,Drago,Cassaro,En reserva,#N/A,#N/A,#N/A
855781,F-19,CO2,BC,5 Kg,6/2021,6/2023,855781,2018,Drago,Cassaro,En reserva,#N/A,#N/A,#N/A
857914,F-19,CO2,BC,5 Kg,6/2021,6/2023,857914,2018,Drago,Cassaro,En reserva,#N/A,#N/A,#N/A
857960,F-19,CO2,BC,5 Kg,6/2021,6/2023,857960,2018,Drago,Cassaro,En reserva,#N/A,#N/A,#N/A
857923,F-19,CO2,BC,5 Kg,6/2021,6/2023,857923,2018,Drago,Cassaro,En reserva,#N/A,#N/A,#N/A
856889,F-19,CO2,BC,5 Kg,8/2021,8/2023,856889,2018,Drago,Cassaro,En reserva,#N/A,#N/A,#N/A
857538,F-19,CO2,BC,5 Kg,8/2021,8/2023,857538,2018,Drago,Cassaro,En reserva,#N/A,#N/A,#N/A
857923,F-19,CO2,BC,5 Kg,6/2021,6/2023,857923,2018,Drago,Cassaro,En reserva,#N/A,#N/A,#N/A
1019,E-14,CO2,BC,5 Kg,3/2021,3/2025,1019,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
1064,E-14,CO2,BC,5 Kg,3/2021,3/2021,1064,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
1174,E-14,CO2,BC,5 Kg,3/2021,3/2021,1174,2011,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
1125,E-14,CO2,BC,5 Kg,3/2021,3/2021,1125,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
1372,E-14,CO2,BC,5 Kg,6/2021,6/2021,1372,2011,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
1260,E-14,CO2,BC,5 Kg,3/2021,3/2021,1260,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
1048,E-14,CO2,BC,5 Kg,6/2021,6/2021,1048,2011,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
1803,E-14,CO2,BC,5 Kg,3/2021,3/2021,1803,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
1648,E-16,CO2,BC,5 Kg,12/2020,12/2021,1648,2011,Horizonte,Cassaro,En reserva,LOTE 95,Instituto.Formación.Profesional,Sub estacion Distribucion
1003,E-16,CO2,BC,5 Kg,12/2020,12/2021,1003,2011,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
1468,E-16,CO2,BC,5 Kg,11/2020,11/2024,1468,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
1228,E-16,CO2,BC,5 Kg,6/2021,6/2021,1228,2011,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
2524,E-16,CO2,BC,5 Kg,6/2021,6/2021,2524,2011,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
1479,E-16,CO2,BC,5 Kg,11/2020,11/2021,1479,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
1163,E-16,CO2,BC,5 Kg,8/2021,8/2021,1163,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
300082,G-20,AFFF,AB,10 Lts,12/2020,12/2020,300082,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
468476,G-20,AFFF,AB,10 Lts,12/2020,12/2020,468476,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
300404,G-20,AFFF,AB,10 Lts,12/2020,12/2020,300404,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
300097,G-20,AFFF,AB,10 Lts,12/2020,12/2020,300097,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
468025,G-20,AFFF,AB,10 Lts,12/2020,12/2020,468025,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
300338,G-20,AFFF,AB,10 Lts,12/2020,12/2020,300338,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
468469,G-20,AFFF,AB,10 Lts,12/2020,12/2020,468469,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
300525,G-20,AFFF,AB,10 Lts,12/2020,12/2020,300525,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
300356,G-20,AFFF,AB,10 Lts,12/2020,12/2020,300356,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
300037,G-20,AFFF,AB,10 Lts,12/2020,12/2020,300037,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
300015,G-20,AFFF,AB,10 Lts,12/2020,12/2020,300015,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
300221,G-20,AFFF,AB,10 Lts,12/2020,12/2020,300221,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
300532,G-20,AFFF,AB,10 Lts,12/2020,12/2020,300532,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
300060,G-20,AFFF,AB,10 Lts,12/2020,12/2020,300060,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
468329,G-20,AFFF,AB,10 Lts,12/2020,12/2020,468329,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
468879,G-20,AFFF,AB,10 Lts,12/2020,12/2020,468879,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
300591,G-20,AFFF,AB,10 Lts,12/2020,12/2020,300591,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
468464,G-20,AFFF,AB,10 Lts,12/2020,12/2020,468464,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
300574,G-20,AFFF,AB,10 Lts,12/2020,12/2020,300574,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
300504,G-20,AFFF,AB,10 Lts,12/2020,12/2020,300504,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
300191,G-20,AFFF,AB,10 Lts,12/2020,12/2020,300191,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
300324,G-20,AFFF,AB,10 Lts,12/2020,12/2020,300324,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
468402,G-20,AFFF,AB,10 Lts,12/2020,12/2020,468402,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
468458,G-20,AFFF,AB,10 Lts,12/2020,12/2020,468458,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
468062,G-20,AFFF,AB,10 Lts,12/2020,12/2020,468062,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
300458,G-20,AFFF,AB,10 Lts,12/2020,12/2020,300458,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
468779,G-20,AFFF,AB,10 Lts,12/2020,12/2020,468779,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
468129,G-20,AFFF,AB,10 Lts,12/2020,12/2020,468129,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
300378,G-20,AFFF,AB,10 Lts,12/2020,12/2020,300378,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
468756,G-20,AFFF,AB,10 Lts,12/2020,12/2020,468756,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
300436,G-20,AFFF,AB,10 Lts,12/2020,12/2020,300436,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
468486,G-20,AFFF,AB,10 Lts,12/2020,12/2020,468486,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
468168,G-20,AFFF,AB,10 Lts,12/2020,12/2020,468168,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
468754,G-20,AFFF,AB,10 Lts,12/2020,12/2020,468754,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
300254,G-21,AFFF,AB,10 Lts,12/2020,12/2020,300254,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
300237,G-21,AFFF,AB,10 Lts,12/2020,12/2020,300237,2018,Melisam,Cassaro,En reserva,LOTE 95,Isla Ecológica,Galp. Arg. Prensa
468155,G-21,AFFF,AB,10 Lts,12/2020,12/2020,468155,2018,Melisam,Cassaro,En reserva,LOTE 95,Isla Ecológica,Oficina
468557,G-21,AFFF,AB,10 Lts,12/2020,12/2020,468557,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
468868,G-21,AFFF,AB,10 Lts,12/2020,12/2020,468868,2018,Melisam,Cassaro,En reserva,LOTE 95,Isla Ecológica,Box desar. de motores
468894,G-21,AFFF,AB,10 Lts,12/2020,12/2020,468894,2018,Melisam,Cassaro,En reserva,LOTE 95,Isla Ecológica,Galp. Arg. Prensa
468475,G-21,AFFF,AB,10 Lts,12/2020,12/2020,468475,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
855848,J,CO2,BC,10 Kg,8/2021,8/2023,855848,2018,Drago,Cassaro,En planta,#N/A,#N/A,#N/A
2074,F-18,CO2,BC,3.5 Kg,7/2021,7/2024,2074,,,,,LOTE 95,Asitencia Técnica,Asitencia Técnica
2527,F-18,CO2,BC,3.5 Kg,7/2021,7/2024,2527,,,,,LOTE 95,Asitencia Técnica,Asitencia Técnica
662,C-09,POLVO,ABC,10 Kg,12/2020,12/2024,662,,,,,LOTE 95,Asitencia Técnica,Asitencia Técnica
2193,C-09,POLVO,ABC,10 Kg,12/2020,12/2024,2193,,,,,LOTE 95,Asitencia Técnica,Asitencia Técnica
4570,C-09,POLVO,ABC,10 Kg,12/2020,12/2024,4570,,,,,LOTE 95,Asitencia Técnica,Asitencia Técnica
647625,,POLVO,ABC,5 Kg,10/2020,10/2023,647625,,,,,LOTE 95,Group Purchasing,Group Purchasing
648059,,POLVO,ABC,5 Kg,10/2020,10/2023,648059,,,,,LOTE 95,Group Purchasing,Group Purchasing
1474344,,POLVO,ABC,10 Kg,10/2020,10/2024,1474344,,,,,LOTE 95,Group Purchasing,Group Purchasing
1948,,POLVO,ABC,10 Kg,10/2020,10/2024,1948,,,,,LOTE 95,Group Purchasing,Group Purchasing
657894,,POLVO,ABC,10 Kg,10/2020,10/2023,657894,,,,,LOTE 95,Group Purchasing,Group Purchasing
625285,,POLVO,ABC,10 Kg,10/2020,10/2023,625285,,,,,LOTE 95,Group Purchasing,Group Purchasing
676537,,POLVO,ABC,10 Kg,10/2020,10/2023,676537,,,,,LOTE 95,Group Purchasing,Group Purchasing
625291,,POLVO,ABC,10 Kg,10/2020,10/2023,625291,,,,,LOTE 95,Group Purchasing,Group Purchasing
625270,,POLVO,ABC,10 Kg,10/2020,10/2023,625270,,,,,LOTE 95,Group Purchasing,Group Purchasing
2405,E-15,CO2,BC,2 Kg,7/2021,7/2024,2405,,,,,LOTE 95,Edificio Bomberos / Depósito de Bomberos,Serv. Bomberos -interno
2599,E-15,CO2,BC,2 Kg,7/2021,7/2024,2599,,,,,LOTE 95,Edificio Bomberos / Depósito de Bomberos,Serv. Bomberos -interno
2401,,POLVO,ABC,10 Kg,6/2021,6/2021,2401,,,,,LOTE 95,Edificio Bomberos / Depósito de Bomberos,Antemodifica
387259,,POLVO,ABC,10 Kg,6/2021,6/2025,387259,,,,,LOTE 95,Edificio Bomberos / Depósito de Bomberos,Antemodifica
3710,,POLVO,ABC,10 Kg,6/2021,6/2021,3710,,,,,LOTE 95,Edificio Bomberos / Depósito de Bomberos,Antemodifica
859794,,CO2,BC,10 Kg,11/2020,11/2023,859794,,,,,LOTE 95,Edificio Central,Inform - Comun-1-
2188,,CO2,BC,3.5 Kg,03/2021,03/2025,2188,,,,,LOTE 95,Edificio Central,Inform - Comun-1-
647904,,POLVO,ABC,5 Kg,12/2020,12/2023,647904,,,,,LOTE 95,Edificio Central,Inform - Comun-1-
857932,,CO2,BC,5 Kg,11/2020,11/2023,857932,,,,,LOTE 95,Edificio Central,Inform - Comun-2-
2444,,CO2,BC,3.5 Kg,03/2021,03/2025,2444,,,,,LOTE 95,Edificio Central,Inform - Comun-2-
648033,,POLVO,ABC,5 Kg,12/2020,11/2023,648033,,,,,LOTE 95,Edificio Central,Inform - Comun-2-
857916,,CO2,BC,5 Kg,11/2020,11/2023,857916,,,,,LOTE 95,Edificio Central,Control Industrial
760633,,POLVO,ABC,5 Kg,12/2020,12/2023,760633,,,,,LOTE 95,Edificio Central,Control Industrial
657340,,POLVO,ABC,5 Kg,03/2021,03/2023,657340,,,,,LOTE 95,Edificio Central,Ingreso al minibanco
1416,,CO2,BC,2 Kg,03/2021,03/2023,1416,,,,,LOTE 95,Edificio Central,Banco Galicia -interno-
858756,,CO2,BC,10 Kg,12/2020,12/2023,858756,,,,,LOTE 95,Edificio Central,Seguridad Patrimonial
857407,,CO2,BC,5 Kg,11/2020,11/2023,857407,,,,,LOTE 95,Edificio Central,Seguridad Patrimonial
2274,,CO2,BC,3.5 Kg,03/2021,03/2025,2274,,,,,LOTE 95,Edificio Central,Direccion
2382,,CO2,BC,3.5 Kg,03/2021,03/2025,2382,,,,,LOTE 95,Edificio Central,Direccion
2520,,CO2,BC,3.5 Kg,03/2021,03/2025,2520,,,,,LOTE 95,Edificio Central,Direccion
2521,,CO2,BC,3.5 Kg,03/2021,03/2025,2521,,,,,LOTE 95,Edificio Central,Personal
760159,,POLVO,ABC,5 Kg,12/2020,12/2023,760159,,,,,LOTE 95,Edificio Central,Personal
859785,,CO2,BC,10 Kg,11/2020,11/2023,859785,,,,,LOTE 95,Edificio Central,Comercial PostVenta
656119,,POLVO,ABC,5 Kg,12/2020,12/2023,656119,,,,,LOTE 95,Edificio Central,Comercial PostVenta
859200,,CO2,BC,10 Kg,11/2020,11/2023,859200,,,,,LOTE 95,Edificio Central,Comercial
760589,,POLVO,ABC,5 Kg,12/2020,12/2023,760589,,,,,LOTE 95,Edificio Central,Comercial
675891,,POLVO,ABC,10 Kg,12/2020,12/2023,675891,,,,,LOTE 95,Edificio Central,Subestacion eléctrica
647812,,POLVO,ABC,5 Kg,07/2021,07/2023,647812,,,,,LOTE 95,Unidades para emergencias,Autobomba. Magirus
4489,,HALON,ABC,5 Kg,03/2021,03/2021,4489,,,,,LOTE 95,Unidades para emergencias,Autobom. Magirus
2147,,CO2,BC,3.5 Kg,11/2020,11/2022,2147,,,,,LOTE 95,Unidades para emergencias,Autobom. Magirus
300255,,AFFF,AB,10 Lts,11/2020,11/2020,300255,,,,,LOTE 95,Unidades para emergencias,Autobom. Magirus
261,,POLVO,ABC,2.5 Kg,12/2020,12/2021,261,,,,,LOTE 95,Unidades para emergencias,Ambulancia-Serv. Médico
656202,,POLVO,ABC,5 Kg,10/2020,10/2023,656202,,,,,LOTE 95,Unidades para emergencias,Ambulancia Serv. Bomberos
1173,,POLVO,ABC,5 Kg,06/2021,06/2021,1173,,,,,LOTE 95,Unidades para emergencias,Fiat Toro- Safetty-
5202,,POLVO,ABC,5 Kg,06/2021,06/2021,5202,,,,,LOTE 95,Unidades para emergencias,Fiat Toro- Safetty-
853000,,CO2,BC,3.5 Kg,11/2020,11/2023,853000,,,,,LOTE 95,Unidades para emergencias,Fiat Toro- Safetty-
676723,,POLVO,ABC,10 Kg,10/2020,10/2023,676723,,,,,LOTE 95,Comedor Central,Comedor Central
857137,,CO2,BC,5 Kg,11/2020,11/2023,857137,,,,,LOTE 95,Comedor Central,Comedor Central
857029,,CO2,BC,5 Kg,11/2020,11/2023,857029,,,,,LOTE 95,Comedor Central,Comedor Central
857125,,CO2,BC,5 Kg,11/2020,11/2023,857125,,,,,LOTE 95,Comedor Central,Comedor Central
656285,,POLVO,ABC,5 Kg,10/2020,10/2023,656285,,,,,LOTE 95,Comedor Central,Comedor Central
648048,,POLVO,ABC,5 Kg,10/2020,10/2023,648048,,,,,LOTE 95,Comedor Central,Comedor Central
648079,,POLVO,ABC,5 Kg,10/2020,10/2023,648079,,,,,LOTE 95,Comedor Central,Comedor Central
648095,,POLVO,ABC,5 Kg,10/2020,10/2023,648095,,,,,LOTE 95,Comedor Central,Comedor Central
676557,B-04,POLVO,ABC,10 Kg,12/2020,12/2023,676557,,,,,LOTE 95,Experimentacion,Taller
657962,B-04,POLVO,ABC,10 Kg,12/2020,12/2023,657962,,,,,LOTE 95,Experimentacion,Taller
300030,G-21,AFFF,AB,10 Lts,07/2021,07/2022,300030,,,,,LOTE 95,Garantia,Pared lado - Baño
300271,G-21,AFFF,AB,10 Lts,07/2021,07/2022,300271,,,,,LOTE 95,Garantia,Pared fondo
300490,G-21,AFFF,AB,10 Lts,05/2021,05/2023,300490,,,,,LOTE 95,Ex kaizen Cajas,Ex-Taller Kaizen Cajas
676676,B-04,POLVO,ABC,10 Kg,12/2020,12/2023,676676,,,,,LOTE 95,Ex kaizen Cajas,Repar. de Motores
468151,,AFFF,AB,10 Lts,12/2020,12/2020,468151,,,,,LOTE 95,Unidad de Cajas.,Col. G / 13
999918,,POLVO,ABC,10 Kg,06/2021,06/2022,999918,,,,,LOTE 95,Unidad de Cajas.,Col.  G  / 14
1175,,CO2,BC,5 Kg,12/2020,12/2021,1175,,,,,LOTE 95,Unidad de Cajas.,Grupo Electrogeno
1135,,CO2,BC,5 Kg,03/2021,03/2021,1135,,,,,LOTE 95,Unidad de Cajas.,Sub.Est.Electrica.
1184,,CO2,BC,5 Kg,03/2021,03/2021,1184,,,,,LOTE 95,Unidad de Cajas.,Sub.Est.Electrica.
1276,,CO2,BC,5 Kg,03/2021,03/2021,1276,,,,,LOTE 95,Unidad de Cajas.,Col.  H  / 14
1751,,CO2,BC,5 Kg,03/2021,03/2021,1751,,,,,LOTE 95,Unidad de Cajas.,Col.  H /  06
1687,,CO2,BC,5 Kg,03/2021,03/2021,1687,,,,,LOTE 95,Unidad de Cajas.,Laboratorio F-Q-M
1094,,CO2,BC,5 Kg,03/2021,03/2021,1094,,,,,LOTE 95,Unidad de Cajas.,Laboratorio F-Q-M
1191,,CO2,BC,5 Kg,03/2021,03/2021,1191,,,,,LOTE 95,Unidad de Cajas.,Laboratorio F-Q-M
566,,AFFF,AB,10 Lts,12/2020,12/2021,566,,,,,LOTE 95,Unidad de Cajas.,Col.  H / 10
455,,AFFF,AB,10 Lts,12/2020,12/2021,455,,,,,LOTE 95,Unidad de Cajas.,Col.  H /  08
